Date,Time,Symbol,Company Name,Last Price,Change,Change (%),Open,High,Low,Short Ratio,Float,Shares Out
05/29/2026,1630,BABA,Alibaba Group Holding Limited,124.22,-1.94,-1.54%,124.39,125.04,123.43,3.3,17.693B,2.399B
05/29/2026,1630,BAC,Bank of America Corporation,51.6,0.83,1.63%,50.97,51.79,50.6,0,7.069B,7.097B
05/29/2026,1630,BALL,Ball Corporation,54.67,-1.57,-2.79%,55.93,56.12,54.48,2.22,265.19M,266.247M
05/29/2026,1630,BBBY,"Bed Bath & Beyond, Inc.",6.13,-0.29,-4.52%,6.42,6.52,6.09,--,--,73.938M
05/29/2026,1630,BBN,BlackRock Taxable Municipal Bond Trust,16.04,0.06,0.38%,16.1,16.1,15.99,0.48,--,61.793M
05/29/2026,1630,BBWI,"Bath & Body Works, Inc.",20.02,-0.34,-1.67%,20.32,20.57,19.88,2.39,189.561M,201.562M
05/29/2026,1630,BBY,"Best Buy Co., Inc.",77.95,3.21,4.29%,74,78.19,72.18,5.9,195.514M,210.695M
05/29/2026,1630,BCO,The Brink's Company,104.02,-3.06,-2.86%,106.59,106.96,103.23,7.1,40.727M,41.181M
05/29/2026,1630,BDRY,Breakwave Dry Bulk Shipping ETF,12.94,-0.21,-1.60%,13,13.15,12.87,--,--,--
05/29/2026,1630,BEAM,Beam Therapeutics Inc.,32.93,0.13,0.40%,32.75,33.68,32.12,12.2,87.973M,102.879M
05/29/2026,1630,BEPC,Brookfield Renewable Corporation,39.98,0.51,1.30%,39.41,40.23,39.24,5.68,102.527M,147.662M
05/29/2026,1630,BIDU,"Baidu, Inc.",135.31,3.26,2.47%,133.22,138.62,131.74,3.25,2.127B,274.75M
05/29/2026,1630,BIO,"Bio-Rad Laboratories, Inc.",312.48,-5.74,-1.80%,318.82,319.5,310.82,0,20.903M,21.701M
05/29/2026,1630,BIP,Brookfield Infrastructure Partners L.P.,39.04,-0.06,-0.17%,39,39.22,38.58,0.92,451.306M,457.607M
05/29/2026,1630,BIRK,Birkenstock Holding plc,45.07,1,2.27%,44.73,45.53,44.08,4.38,55.354M,183.906M
05/29/2026,1630,BITO,ProShares Bitcoin ETF,10.02,0.01,0.10%,9.94,10.14,9.87,--,--,--
05/29/2026,1630,BJ,"BJ's Wholesale Club Holdings, Inc.",85.28,-0.72,-0.84%,85.46,85.96,84,4.79,126.978M,127.694M
05/29/2026,1630,BJRI,"BJ's Restaurants, Inc.",47.05,0.55,1.18%,46.53,47.99,45.88,5.06,18.23M,21.017M
05/29/2026,1630,BKNG,Booking Holdings Inc.,167.43,-2.39,-1.41%,170.29,170.43,167.22,3.48,772.492M,774.878M
05/29/2026,1630,BKV,BKV Corporation,26.54,-0.09,-0.34%,26.37,26.74,26.03,4.39,31.183M,109.387M
05/29/2026,1630,BLDR,"Builders FirstSource, Inc.",76.26,-0.46,-0.60%,76.46,77.63,75.89,3.14,104.456M,107.56M
05/29/2026,1630,BLK,"BlackRock, Inc.","1,046.88",0.39,0.04%,"1,041.87","1,060.51","1,040.00",3.63,144.143M,155.234M
05/29/2026,1630,BLMN,"Bloomin' Brands, Inc.",8.44,0.12,1.44%,8.32,8.78,8.23,2.66,83.205M,85.614M
05/29/2026,1630,BLOK,Amplify Blockchain Technology ETF,67.96,0.88,1.31%,67.58,68.13,66.38,--,--,--
05/29/2026,1630,BNDD,Quadratic Deflation ETF,97.57,-0.63,-0.64%,97.29,97.57,97.57,--,--,--
05/29/2026,1630,BNO,"United States Brent Oil Fund, LP",50.59,-0.74,-1.44%,50.13,50.76,49.52,--,--,--
05/29/2026,1630,BNY,The Bank of New York Mellon Cor,139.43,-1.13,-0.80%,141.12,141.19,138.89,0,684.492M,686.379M
05/29/2026,1630,BOOT,"Boot Barn Holdings, Inc.",169.87,-0.9,-0.53%,170.09,171.63,166.23,3.63,30.217M,30.347M
05/29/2026,1630,BP,BP p.l.c.,41.87,0.28,0.67%,41.64,42.28,41.46,1.67,14.98B,2.575B
05/29/2026,1630,BRBR,"BellRing Brands, Inc.",8.36,-0.3,-3.46%,8.67,8.6,8.3,2.41,105.795M,116.278M
05/29/2026,1630,BRCB,"Black Rock Coffee Bar, Inc.",8.32,-0.18,-2.12%,8.5,8.82,8.22,2.08,19.588M,21.573M
05/29/2026,1630,BRKR,Bruker Corporation,58.89,4.5,8.27%,54.65,58.98,54.36,5.62,103.573M,152.226M
05/29/2026,1630,BROS,Dutch Bros Inc.,58,1.44,2.55%,56.56,58.78,56.18,3.78,126.401M,137.193M
05/29/2026,1630,BTAL,AGF U.S. Market Neutral Anti-Beta Fund,11.55,-0.05,-0.39%,11.51,11.66,11.47,--,--,--
05/29/2026,1630,BTC,Grayscale Bitcoin Mini Trust ETF,32.48,0.06,0.19%,32.27,32.83,32.02,--,--,--
05/29/2026,1630,BTC-USD,Bitcoin USD,"73,833.96",63.27,0.09%,"73,754.98","74,150.98","73,342.57",--,--,--
05/29/2026,1630,BTI,British American Tobacco p.l.c.,61.79,-1.13,-1.80%,61.9,62,61.36,1.53,1.98B,2.162B
05/29/2026,1630,BUD,Anheuser-Busch InBev SA/NV,79.99,-1.99,-2.43%,80.65,80.92,79.71,2.72,901.794M,1.714B
05/29/2026,1630,BULL,Webull Corporation,6.4,0.07,1.11%,6.37,6.64,6.29,1.27,338.495M,447.96M
05/29/2026,1630,BURL,"Burlington Stores, Inc.",323.83,23.31,7.76%,300.6,324.52,297.35,3.89,61.82M,62.942M
05/29/2026,1630,BUXX,Strive Enhanced Income Short Maturity ETF,20.22,0.02,0.10%,20.21,20.22,20.2,--,--,--
05/29/2026,1630,BXP,"BXP, Inc.",60.01,-0.62,-1.02%,60.42,61.05,59.92,6.1,147.834M,159.477M
05/29/2026,1630,BYD,Boyd Gaming Corporation,82.68,-0.53,-0.64%,83.25,83.82,82.36,3.19,49.485M,74.33M
05/29/2026,1630,BYDDF,BYD Company Limited,11.66,0.12,1.04%,11.6,11.68,11.6,--,6.02B,3.683B
05/29/2026,1630,BZ=F,Brent Crude Oil Last Day Financ,93.26,2.14,2.35%,92.41,93.51,92.37,--,--,--
05/29/2026,1630,C,Citigroup Inc.,125.9,1.22,0.98%,124.65,126.84,123.52,0.04,1.7B,1.706B
05/29/2026,1630,CACC,Credit Acceptance Corporation,573.64,13.23,2.36%,560.33,579.79,558.5,6.53,5.125M,10.46M
05/29/2026,1630,CADUSD=X,CAD/USD,0.7251,0.0001,0.01%,0.7249,0.7254,0.7243,--,--,--
05/29/2026,1630,CAG,"Conagra Brands, Inc.",13.28,-0.1,-0.75%,13.32,13.46,13.13,3.23,475.112M,478.437M
05/29/2026,1630,CAH,"Cardinal Health, Inc.",196.8,-3.05,-1.53%,201.35,201.51,196.2,3.18,233.728M,234.206M
05/29/2026,1630,CAKE,The Cheesecake Factory Incorporated,66.04,1.78,2.77%,64.11,67.14,63.83,6.79,45.668M,49.685M
05/29/2026,1630,CALY,Callaway Golf Company,15.4,-0.35,-2.22%,15.75,15.8,15.23,2.04,155.915M,179.758M
05/29/2026,1630,CAMT,Camtek Ltd.,171.66,-3.12,-1.79%,176.03,176.68,169.19,6.32,28.496M,46.044M
05/29/2026,1630,CANE,Teucrium Sugar Fund,9.56,0.09,0.95%,9.6,9.61,9.53,--,--,--
05/29/2026,1630,CARR,Carrier Global Corporation,63.87,0.06,0.09%,63.51,65.29,63.06,2.86,790.372M,830.58M
05/29/2026,1630,CASY,"Casey's General Stores, Inc.",767.14,-13.83,-1.77%,777.54,784.29,754.09,2.79,36.744M,36.959M
05/29/2026,1630,CAT,Caterpillar Inc.,875.87,-11.8,-1.33%,886.69,890.81,866.19,3.36,459.204M,460.592M
05/29/2026,1630,CAVA,"CAVA Group, Inc.",77.66,-0.54,-0.69%,79.95,80.48,77.18,4.86,104.647M,116.474M
05/29/2026,1630,CBRL,"Cracker Barrel Old Country Store, Inc.",33.82,-0.4,-1.17%,34.13,34.68,33.63,6.13,20.467M,22.351M
05/29/2026,1630,CCK,"Crown Holdings, Inc.",95.08,-2.4,-2.46%,96.97,96.94,95.04,3.93,109.341M,111.747M
05/29/2026,1630,CCL,Carnival Corporation Ltd.,28.06,0.12,0.43%,28.08,28.4,27.8,1.7,1.38B,1.239B
05/29/2026,1630,CCRN,"Cross Country Healthcare, Inc.",13.09,0,0.00%,13.08,13.1,13.06,1.04,29.684M,31.008M
05/29/2026,1630,CELH,"Celsius Holdings, Inc.",33.27,0.05,0.15%,33.4,33.49,32.57,2.73,195.91M,255.64M
05/29/2026,1630,CF,"CF Industries Holdings, Inc.",112.35,-4.15,-3.56%,115.65,116.36,111.27,2.81,152.477M,153.629M
05/29/2026,1630,CFG,"Citizens Financial Group, Inc.",62.26,-0.15,-0.24%,61.03,62.52,61.03,0.02,418.666M,422.882M
05/29/2026,1630,CFLT,--,--,--,--,--,--,--,--,--,--
05/29/2026,1630,CFRUY,Compagnie Financière Richemont SA,21.5,0.36,1.70%,21.43,21.78,21.43,--,534.584M,5.342B
05/29/2026,1630,CG,The Carlyle Group Inc.,45.43,0.34,0.75%,45.09,46.43,44.92,5.09,261.716M,359.974M
05/29/2026,1630,CHD,"Church & Dwight Co., Inc.",95.63,-2,-2.05%,97.32,98.01,95.59,5.02,236.219M,236.944M
05/29/2026,1630,CHDN,Churchill Downs Incorporated,87.21,-1.22,-1.38%,87.99,89.37,86.99,3.74,65.778M,69.697M
05/29/2026,1630,CHEF,"The Chefs' Warehouse, Inc.",76.54,-1.37,-1.76%,77.85,78.36,76.25,8.32,36.782M,40.778M
05/29/2026,1630,CHH,"Choice Hotels International, Inc.",108.88,-4.48,-3.95%,112.98,112.83,108.84,10.68,35.138M,45.495M
05/29/2026,1630,CHPT,"ChargePoint Holdings, Inc.",7.59,-0.21,-2.69%,7.84,7.83,7.3,8.34,22.522M,25.898M
05/29/2026,1630,CHRD,Chord Energy Corporation,131.87,-2.02,-1.51%,133.37,134.26,130.29,4.1,52.876M,56.299M
05/29/2026,1630,CHTR,"Charter Communications, Inc.",144.05,-3.21,-2.18%,145.79,145.8,140.9,5.6,80.338M,141.178M
05/29/2026,1630,CHWY,"Chewy, Inc.",22.54,1.16,5.43%,21.52,22.81,21.35,3.42,61.689M,232.505M
05/29/2026,1630,CI,The Cigna Group,277.4,-6.93,-2.44%,284.2,287.31,276.14,3.44,263.249M,264.532M
05/29/2026,1630,CL=F,Crude Oil Jul 26,89.54,2.18,2.50%,88.5,90.08,88.45,--,--,--
05/29/2026,1630,CLOX,Eldridge AAA CLO ETF,25.58,-0.01,-0.02%,25.61,25.6,25.57,--,--,--
05/29/2026,1630,CLOZ,Eldridge BBB-B CLO ETF,26.52,0.01,0.02%,26.52,26.52,26.45,--,--,--
05/29/2026,1630,CLX,The Clorox Company,90.02,-6.18,-6.42%,93.66,94.24,89.91,2.63,120.509M,120.921M
05/29/2026,1630,CMCSA,Comcast Corporation,24.87,-0.29,-1.15%,25.05,25.05,24.77,2.59,3.535B,3.563B
05/29/2026,1630,CMG,"Chipotle Mexican Grill, Inc.",31.86,-0.56,-1.73%,32.37,32.67,31.83,2.49,1.273B,1.283B
05/29/2026,1630,CMI,Cummins Inc.,646.63,-22.05,-3.30%,665.87,669.48,646.29,1.92,137.403M,137.989M
05/29/2026,1630,CNA,CNA Financial Corporation,42.06,-0.29,-0.68%,42.1,42.58,42.02,5.42,20.479M,270.531M
05/29/2026,1630,CNC,Centene Corporation,59.6,0.69,1.17%,58.65,59.77,58.53,2.11,458.708M,493.797M
05/29/2026,1630,CNH,CNH Industrial N.V.,10.21,-0.25,-2.39%,10.35,10.45,10.21,3.6,1.235B,1.24B
05/29/2026,1630,CNX,CNX Resources Corporation,33.69,-0.24,-0.71%,33.89,34.2,33.6,7.32,137.506M,141.478M
05/29/2026,1630,COAL,Range Global Coal ETF,26.44,-0.84,-3.08%,27.11,27.34,26.42,--,--,--
05/29/2026,1630,COCO,"The Vita Coco Company, Inc.",75.13,-2.25,-2.91%,77.4,77.4,74.6,2.96,49.106M,57.113M
05/29/2026,1630,COF,Capital One Financial Corporation,187.93,0.91,0.49%,186.78,190.08,185.85,2.02,609.517M,622.293M
05/29/2026,1630,COIN,"Coinbase Global, Inc.",189.03,6.78,3.72%,180.28,191.81,178.85,2.4,219.326M,222.427M
05/29/2026,1630,COLO,Global X MSCI Colombia ETF,39.14,-0.05,-0.13%,39.28,39.67,39.08,--,--,--
05/29/2026,1630,COM,Direxion Auspice Broad Commodity Strategy ETF,34.01,-0.2,-0.58%,34.17,34.14,33.95,--,--,--
05/29/2026,1630,COP,ConocoPhillips,113.98,-1.01,-0.88%,114.12,114.55,112.64,3.34,1.216B,1.218B
05/29/2026,1630,COPJ,Sprott Junior Copper Miners ETF,44.58,-0.21,-0.47%,44.7,45.53,43.98,--,--,--
05/29/2026,1630,COPX,Global X Copper Miners ETF,88.14,-0.3,-0.34%,87.79,89.32,86.9,--,--,--
05/29/2026,1630,CORN,Teucrium Corn Fund,17.93,-0.28,-1.54%,18.14,18.14,17.9,--,--,--
05/29/2026,1630,COST,Costco Wholesale Corporation,956.32,-38.88,-3.91%,985.48,998.66,945.45,4.15,440.916M,443.514M
05/29/2026,1630,CP,Canadian Pacific Kansas City Limited,89.32,-1.28,-1.41%,90.32,91.46,89.2,4.22,839.834M,887.736M
05/29/2026,1630,CPAY,"Corpay, Inc.",361.8,9.43,2.68%,350.84,364.18,348.24,4.96,62.724M,65.362M
05/29/2026,1630,CPER,"United States Copper Index Fund, LP",38.86,-0.2,-0.51%,38.89,39.15,38.73,--,--,--
05/29/2026,1630,CPNG,"Coupang, Inc.",16.6,0.4,2.47%,16.15,16.75,16.1,1.67,1.341B,1.637B
05/29/2026,1630,CPRI,Capri Holdings Limited,18.51,-1.23,-6.23%,19.51,19.41,18.18,3.93,111.918M,115.184M
05/29/2026,1630,CPT,Camden Property Trust,106.56,-1.46,-1.35%,107.6,107.89,106.12,5.16,101.958M,99.091M
05/29/2026,1630,CRCL,Circle Internet Group,113,4.76,4.40%,108.03,114.44,106.75,1.09,191.548M,229.858M
05/29/2026,1630,CRI,"Carter's, Inc.",38.59,-1.53,-3.81%,39.86,39.88,38.42,2.53,35.078M,36.85M
05/29/2026,1630,CRIT,Optica Rare Earths & Critical Materials ETF,16.08,-0.08,-0.50%,16.24,16.23,16.08,--,--,--
05/29/2026,1630,CRM,"Salesforce, Inc.",191.1,14.93,8.47%,180.24,194.14,180.02,5.01,793.652M,819M
05/29/2026,1630,CRSP,CRISPR Therapeutics AG,56.18,-0.2,-0.35%,56.36,56.39,54.27,15.07,96.036M,96.449M
05/29/2026,1630,CRWD,"CrowdStrike Holdings, Inc.",731,60,8.94%,675.86,731.49,674.94,2.63,249.001M,254.537M
05/29/2026,1630,CSCO,"Cisco Systems, Inc.",120.42,1.78,1.50%,118.05,121.43,117.01,2.53,3.935B,3.941B
05/29/2026,1630,CSX,CSX Corporation,45.26,-0.55,-1.20%,45.42,45.92,44.9,2.63,1.854B,1.858B
05/29/2026,1630,CTA,Simplify Managed Futures Strategy ETF,28.88,-0.25,-0.86%,28.83,29.02,28.55,--,--,--
05/29/2026,1630,CUBE,CubeSmart,40,-0.54,-1.33%,40.31,40.54,39.98,2.37,212.43M,226.414M
05/29/2026,1630,CURB,Curbline Properties Corp.,29.13,-0.03,-0.10%,29,29.28,28.76,11.9,96.301M,105.539M
05/29/2026,1630,CVNA,Carvana Co.,73,-0.49,-0.67%,73.59,74,71.63,5.82,702.127M,716.288M
05/29/2026,1630,CVS,CVS Health Corporation,90.98,-1.99,-2.14%,92.67,93.55,90.57,2.21,1.273B,1.276B
05/29/2026,1630,CVX,Chevron Corporation,182.46,-0.57,-0.31%,182.71,182.9,180.4,2.04,1.882B,1.992B
05/29/2026,1630,CWH,"Camping World Holdings, Inc.",7.33,-0.33,-4.31%,7.63,7.73,7.31,3.32,48.919M,63.52M
05/29/2026,1630,CZR,"Caesars Entertainment, Inc.",29.05,-0.03,-0.10%,29.01,29.11,28.92,5.84,192.719M,203.694M
05/29/2026,1630,D,"Dominion Energy, Inc.",66.94,0.23,0.34%,66.75,67.11,65.87,5.95,877.714M,879.512M
05/29/2026,1630,DAL,"Delta Air Lines, Inc.",82.48,-0.01,-0.01%,82.94,83.83,82.36,3.26,649.011M,656.994M
05/29/2026,1630,DAPP,VanEck Digital Transformation ETF,22.7,-0.11,-0.48%,22.69,22.79,21.99,--,--,--
05/29/2026,1630,DAR,Darling Ingredients Inc.,59.1,-0.52,-0.87%,59.53,60.04,58.73,2.39,156.744M,158.927M
05/29/2026,1630,DASH,"DoorDash, Inc.",159.29,2.59,1.65%,156.61,163.23,155.22,3.01,374.496M,411.337M
05/29/2026,1630,DDOG,"Datadog, Inc.",247.35,22.11,9.82%,232.98,249.81,228.55,2.42,328.729M,330.826M
05/29/2026,1630,DDS,"Dillard's, Inc.",590.21,-18.47,-3.03%,605.29,607.99,580.78,9.05,7.321M,11.631M
05/29/2026,1630,DE,Deere & Company,542.18,3.18,0.59%,536.27,546.97,535,5.37,269.398M,269.937M
05/29/2026,1630,DECK,Deckers Outdoor Corporation,113.85,-0.46,-0.40%,114.79,115.25,113.12,2.79,137.652M,138.881M
05/29/2026,1630,DELL,Dell Technologies Inc.,420.91,103.86,32.76%,418,429.15,402.27,3.33,301.532M,325.034M
05/29/2026,1630,DEO,Diageo plc,82.46,-2.13,-2.52%,83.44,83.96,82.46,2.6,2.217B,555.896M
05/29/2026,1630,DG,Dollar General Corporation,110.61,0.71,0.65%,108.79,110.66,108.07,2.58,218.35M,220.226M
05/29/2026,1630,DGX,Quest Diagnostics Incorporated,194.9,-1.3,-0.66%,196.59,197.38,194.29,3.64,110.078M,110.696M
05/29/2026,1630,DIN,"Dine Brands Global, Inc.",31.38,0.16,0.51%,31.57,32.04,31.3,4.92,12.028M,12.685M
05/29/2026,1630,DIS,The Walt Disney Company,101.83,-1.9,-1.83%,103.63,103.7,101.83,2.92,1.734B,1.737B
05/29/2026,1630,DK,"Delek US Holdings, Inc.",44.51,0.12,0.27%,44.34,45.36,43.75,4.94,59.785M,61.288M
05/29/2026,1630,DKL,"Delek Logistics Partners, LP",49.38,-1.23,-2.43%,50.48,50.85,49.2,9.23,19.157M,53.168M
05/29/2026,1630,DKNG,DraftKings Inc.,24.49,-0.04,-0.16%,24.49,24.72,23.54,3.15,481.587M,496.129M
05/29/2026,1630,DLTR,"Dollar Tree, Inc.",116.44,3.44,3.04%,111.1,116.86,110.04,3.48,179.481M,192.175M
05/29/2026,1630,DOC,"Healthpeak Properties, Inc.",19.15,-0.36,-1.85%,19.42,19.42,18.94,3.48,686.621M,689.42M
05/29/2026,1630,DOCU,"DocuSign, Inc.",52.52,2.94,5.93%,50.1,53.36,49.84,5.19,192.213M,194.291M
05/29/2026,1630,DOV,Dover Corporation,211.36,-0.63,-0.30%,211.99,213.27,209.87,3.08,133.91M,134.661M
05/29/2026,1630,DOW,Dow Inc.,33.75,-0.67,-1.95%,34.48,34.49,33.44,1.78,718.961M,720.741M
05/29/2026,1630,DPZ,"Domino's Pizza, Inc.",310.58,0.23,0.07%,310.97,312.67,308.2,3.24,30.571M,33.262M
05/29/2026,1630,DRI,"Darden Restaurants, Inc.",203.91,-0.56,-0.27%,203.52,208.36,202.09,5.29,114.026M,114.535M
05/29/2026,1630,DRLL,Strive U.S. Energy ETF,35.56,-0.32,-0.89%,35.68,35.75,35.36,--,--,--
05/29/2026,1630,DRVN,Driven Brands Holdings Inc.,13.84,-0.35,-2.47%,14.21,14.21,13.81,6.24,59.859M,164.933M
05/29/2026,1630,DT,"Dynatrace, Inc.",42.59,2.08,5.13%,40.95,42.98,40.87,1.41,289.704M,291.476M
05/29/2026,1630,DVN,Devon Energy Corporation,44.49,0.38,0.86%,44.06,44.69,43.63,1.9,617.032M,1.153B
05/29/2026,1630,DX=F,--,--,--,--,--,--,--,--,--,--
05/29/2026,1630,DXCM,"DexCom, Inc.",73.74,1.4,1.94%,72.89,73.82,72.5,3.16,384.001M,385.873M
05/29/2026,1630,EA,Electronic Arts Inc.,201.72,0.57,0.28%,201.15,202.11,201.07,5.68,212.324M,250.751M
05/29/2026,1630,EAT,"Brinker International, Inc.",142.38,2.36,1.69%,139.06,146.07,138,4.11,42.27M,42.888M
05/29/2026,1630,EBAY,eBay Inc.,109.27,-2.86,-2.55%,111.02,111.54,108.07,2.07,442.153M,444M
