Date,Time,Symbol,Last,Net Chng,%Change,Open,High,Low,RSI,HistoricalVolatility,ImpVolatility,A_TrendValue,A_TradeValue,A_BB_Bottom,A_BB_Top,A_BB_Streak,A_BBHighLow,A_BBHighLowDays,A_IVPercentile,A_HVPercentile,A_BB_Top_Slope,A_BB_Bot_Slope
5/20/2026,1630,ADBE,253.37,-1.62,-0.64%,250.275,253.69,246.2124,54.39,0.41,0.56,244.28,236.28,235.56,262.31,2204.02,26509.02,2.05,96.2,89.2,0.5,0
5/20/2026,1630,ADYEY,11.1,0.13,1.19%,10.8449,11.175,10.75,55.21,0.29,NaN,10.86,10.75,9.99,11.53,1202.02,-1023.04,11.05,0,38.1,-0.6,-5.6
5/20/2026,1630,AFK,26.81,0.49,1.86%,26.57,26.99,26.57,45.11,0.32,0.46,29.47,26.49,25.81,29.12,-3104.02,-2631.02,8.02,80.2,73.1,0,0
5/20/2026,1630,AFRM,67.12,1.82,2.79%,65.77,67.54,63.3,58.74,0.51,0.65,45.15,61.7,63.26,68.77,-5201.01,-6330.01,7.01,27.1,17.1,-0.1,0.7
5/20/2026,1630,AGCO,114.77,3.25,2.91%,111.72,115.14,110.41,46.58,0.44,0.41,131.01,113.17,109.77,120.77,-5106.01,-11041.01,10.01,63.1,87.4,-0.9,-0.3
5/20/2026,1630,AHR,51.68,0.87,1.71%,51.11,51.72,50.615,56.8,0.34,0.26,51.69,49.09,49.25,52.28,1202.01,-4953.02,5.02,6.1,92.4,0,0
5/20/2026,1630,AIQUY,41.07,0.88,2.19%,40.58,41.37,40.58,45.87,0.3,NaN,40.85,41.25,39.33,42.66,-6201.1,-3999.04,30.1,0,96.4,-13.2,-3.9
5/20/2026,1630,AKAM,143.55,2.21,1.56%,140,144.11,138.1,62.13,1.03,0.55,92.68,98.46,124.24,179.73,-1103.02,16545.06,6.27,77.1,100.4,13.6,15.1
5/20/2026,1630,ALB,170.21,1.21,0.72%,170,171.19,167.1375,38.25,0.53,0.69,168.42,187.33,163.55,209.5,-5105.01,-16714.01,6.01,65.1,28.1,0,0
5/20/2026,1630,ALCO,40.96,0.59,1.46%,40.11,40.96,40.11,48.31,0.21,NaN,40.19,39.96,39.91,41.44,-14201.01,-4011.01,7.01,0,41.1,-4.9,-1.5
5/20/2026,1630,ALGN,163.38,8.22,5.30%,155.16,163.95,151.58,42.87,0.38,0.48,175.35,167.46,149.2,176.45,-11201.01,-15158.01,22.01,60.1,53.1,-8.8,-4.6
5/20/2026,1630,ALLY,42.62,1.77,4.33%,41.2,42.77,40.62,49.94,0.31,0.34,37.85,42.97,40.49,44.41,-8201.01,-4062.01,22.01,32.1,62.1,-3.8,-0.6
5/20/2026,1630,ALNY,298.48,4.18,1.42%,297.8,300.08,292.1,47.72,0.33,0.4,322,287,279.85,304.91,1202.01,-28428.08,26.08,25.1,39.1,-2.9,-1.2
5/20/2026,1630,AMAT,426.85,19.94,4.90%,416.445,427.5,415.85,56.26,0.55,0.6,363.28,384.56,389.84,461.94,-1201.02,44845.08,8.16,78.1,77.1,2.9,0.2
5/20/2026,1630,AMBA,83,6.31,8.23%,77.86,83.61,77.86,70.67,0.58,1.05,56.06,65.22,71.18,87.36,-1201.02,8361.01,10.34,99.4,45.1,3.4,5.6
5/20/2026,1630,AMD,447.58,33.53,8.10%,428.04,449.3899,426.05,69.59,0.99,0.74,190,332.6,366.23,510.18,-1201.02,46922.08,8.37,97.3,99.4,3.5,3.7
5/20/2026,1630,AMG,301.34,6.44,2.18%,296.93,303.53,294.99,54.82,0.32,0.38,279.02,285,291.41,308.5,-3201.02,-29125.03,10.03,74.1,71.1,0,2.9
5/20/2026,1630,AMH,32.2,0.49,1.55%,31.55,32.2,31.42,60.61,0.25,0.38,28.84,31.28,30.8,32.7,-3203.03,-3089.03,10.03,78.2,93.4,0,3.3
5/20/2026,1630,AMLP,54.4,-0.44,-0.80%,54.58,55.22,54.16,59.49,0.16,0.16,50.98,52.83,52.84,55.05,4205.01,5522.01,1.24,79.1,92.4,0.5,10.5
5/20/2026,1630,AMN,26.86,-0.06,-0.22%,26.75,27.34,25.54,59.68,1.06,0.6,18.67,20.3,21.92,34.79,-1102.01,3117.05,6.11,5.1,100.4,11.2,4.9
5/20/2026,1630,AMPH,18.08,0.26,1.46%,17.81,18.185,17.7,39.5,0.96,0.51,19.83,21.57,14.53,22.91,-7109.03,-1665.03,10.05,29.1,90.4,0,-19.6
5/20/2026,1630,AMZN,265.01,5.67,2.19%,260.05,265.58,259.533,57.72,0.23,0.32,203.11,256.16,258.43,275.39,-5105.01,-25953.01,12.01,33.1,21.1,0,0.8
5/20/2026,1630,AN,184.67,6.08,3.40%,178.79,184.94,176.62,37.67,0.34,0.37,189.43,199.26,172.16,205.55,-10108.01,-17662.01,14.01,65.1,91.2,-2,-9.3
5/20/2026,1630,AQWA,18.49,0.1747,0.95%,18.34,18.5,18.25,35.91,0.17,0.18,20.39,18.92,18.1,19.29,-9117.01,-1825.01,29.01,48.1,80.1,-13.2,-17.6
5/20/2026,1630,AR,37.98,-1,-2.57%,38.62,39,37.67,49.71,0.31,0.43,33.07,37.75,35.14,39.97,2204.02,-3584.07,15.07,46.1,14.1,0,0
5/20/2026,1630,ARE,47.84,2,4.36%,46.11,48.17,45.7,56.93,0.62,0.46,52.5,40.04,41.79,50.63,2212.05,-4004.14,23.14,58.1,90.4,0,1
5/20/2026,1630,ARGT,90.07,1.91,2.17%,88.47,90.29,88.47,48.89,0.31,0.31,88.5,89.22,86.18,92.96,-6201.03,-8705.03,10.03,48.1,66.1,-1.2,-6.4
5/20/2026,1630,ARHS,5.99,0.21,3.63%,5.78,6.015,5.57,37.47,0.6,0.73,7.43,6.96,4.88,7.33,-9110.05,-557.01,21.06,54.1,75.1,-10.8,-17
5/20/2026,1630,ARKK,75.84,2,2.71%,74.37,75.95,73.67,49.76,0.35,0.41,69.08,73.78,73.13,80.44,-4104.01,-7367.01,8.01,25.1,42.1,-0.1,0
5/20/2026,1630,ARQQ,13.09,0.92,7.56%,12.17,13.21,12.16,42.85,0.71,1.16,15.02,13.12,11.8,15.76,-6107.01,-1216.01,7.01,50.2,12.1,0,0
5/20/2026,1630,AS,34.84,1.01,2.99%,34.41,35.61,33,51.31,0.42,0.51,36.25,33.91,31.66,36.86,1201.02,-3261.05,9.05,37.2,54.1,-0.1,-7.1
5/20/2026,1630,ASBFF,25.76,0,0.00%,0,0,0,47.51,1.44,NaN,NaN,26.59,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN
5/20/2026,1630,ASO,50.6,1.35,2.74%,49.25,50.82,48.31,40.57,0.39,0.57,57.31,51.54,47.59,54.43,-16108.01,-4831.02,24.01,79.2,31.1,-11.2,-2.6
5/20/2026,1630,ATRO,84.99,5.61,7.07%,81.35,86.2699,80.747,64.85,0.56,0.57,69.72,67.9,71.63,87.38,3212.01,8627.01,1.15,51.1,63.2,9.7,1
5/20/2026,1630,AVB,186.69,1.58,0.85%,186.17,187.38,185.17,62.05,0.24,0.23,174.71,181.93,181.43,188.95,-2203.03,-18127.03,15.03,40.1,79.4,0,15.7
5/20/2026,1630,AVGO,417.76,6.69,1.63%,412.81,424.17,411.42,54.77,0.4,0.59,307.2,404.23,408.27,437.88,-3103.01,-41142.01,5.01,87.2,54.2,0,2
5/20/2026,1630,AVO,12.33,0.1,0.82%,12.21,12.48,12.09,37.72,0.32,0.64,13.83,13.23,11.32,13.8,-8113.03,-1191.03,30.06,94.4,55.1,-7.2,-11.5
5/20/2026,1630,AVTR,7.88,0.24,3.14%,7.64,7.895,7.424,47.09,0.44,0.57,8.66,7.72,7.43,8.39,-6106.01,-742.01,10.01,61.1,58.2,-1.5,0
5/20/2026,1630,AWI,157.35,4.52,2.96%,153.21,157.48,152.64,39.75,0.31,0.32,168.3,162.42,149.23,168.13,-8118.01,-15198.02,27.02,68.1,80.1,-10.8,-2.5
5/20/2026,1630,AXP,309.82,0.51,0.16%,310,310.87,303.04,43.42,0.23,0.29,301.28,312.23,304.35,320.76,-10110.01,-30304.01,24.01,33.1,42.1,-3.5,-0.4
5/20/2026,1630,AZO,3419.36,72.08,2.15%,3323.43,3438.04,3309.73,46.17,0.3,0.42,3620,3460,3204.57,3599.34,-10201.03,-328000.03,14.03,97.3,82.1,-2.4,-12.1
5/20/2026,1630,B,40.94,1.44,3.65%,39.87,41.07,39.54,47.59,0.58,0.46,47.83,38.21,37.3,47.49,-2104.02,4662.07,7.16,47.1,91.4,0,0
5/20/2026,1630,BA,222.2,7.19,3.34%,216.8,223.02,216.5,47.32,0.36,0.36,223.62,221.04,212.06,242.27,-4105.01,-21650.01,5.01,66.1,80.3,0.2,0
5/20/2026,1630,BABA,134.47,-1.17,-0.86%,135.86,135.89,132.73,49.03,0.52,0.43,139.06,129.35,128.33,145.75,-1104.04,-13033.06,6.06,32.1,77.4,0.4,0
5/20/2026,1630,BAC,51.23,0.53,1.05%,50.99,51.575,50.49,48.65,0.21,0.28,48.58,52,48.24,53.62,-6201.04,-4930.04,10.04,23.1,52.1,-1.4,-12.3
5/20/2026,1630,BALL,56.81,1.7,3.08%,55.19,56.855,54.6026,41.5,0.34,0.29,65.22,57.06,52.9,60.71,-8201.04,-5458.02,24.12,37.1,92.4,-10.6,-12.7
5/20/2026,1630,BBN,15.62,0.1,0.64%,15.56,15.64,15.51,33.5,0.11,NaN,16.56,16.01,15.41,16.24,-6107.01,-1551.01,7.01,0,69.1,0,-7.8
5/20/2026,1630,BBWI,16.88,0.77,4.78%,16,16.9,15.74,38.71,0.54,0.76,21.69,18.29,15.47,20.1,-6106.01,-1574.01,21.01,97.4,67.1,0,-1
5/20/2026,1630,BBY,60.98,1.69,2.85%,58.72,61.04,57.01,54.28,0.36,0.53,60.51,56.68,55.06,61.2,2203.01,6104.01,1.05,87.4,64.2,-1.8,-0.1
5/20/2026,1630,BCO,106.65,4.35,4.25%,102.59,106.88,101.51,49.95,0.34,0.3,107.87,103.53,101.91,109,-13201.01,-10151.01,22.01,53.1,76.1,-3.3,-0.7
5/20/2026,1630,BDRY,12.11,-0.54,-4.27%,12.22,12.3799,12.0401,50.99,0.42,0.53,11.25,11.57,11.54,13.77,-1102.01,1333.06,6.19,11.1,55.1,5.5,0
5/20/2026,1630,BEAM,27.11,0.78,2.96%,26.64,27.54,26.51,42.67,0.82,0.55,26.96,28.5,25.23,33.18,-5105.01,-2587.02,8.02,13.1,75.4,0,0
5/20/2026,1630,BEPC,36.94,0.8,2.21%,36.14,37.02,36.14,44.27,0.56,0.45,41.75,34.4,35.48,37.93,-1201.02,-3564.02,30.02,83.2,94.4,-20.5,0
5/20/2026,1630,BIDU,135.22,-2.46,-1.79%,136.65,136.855,133.77,52.92,0.66,0.53,119.22,121.15,125.44,153.91,-1104.04,15237.06,6.37,67.3,95.4,1.5,3
5/20/2026,1630,BIO,287.86,6.81,2.42%,282.58,288.56,275.08,61.66,0.67,0.37,267.13,242.28,231.92,292,3203.01,28856.01,1.12,25.1,92.4,0,0
5/20/2026,1630,BIP,39.19,0.77,2.00%,38.54,39.36,38.341,66.81,0.22,0.36,38.36,34.97,36.31,40.03,8212.01,3936.01,5.15,82.3,80.1,13.5,5.9
5/20/2026,1630,BIRK,33.21,0.71,2.18%,32.26,33.44,31.8301,39.49,0.71,0.5,38.21,36.78,28.97,40.18,-5107.02,-3134.03,10.03,46.1,100.4,-2.5,-12
5/20/2026,1630,BITO,10.6,0.12,1.15%,10.55,10.6399,10.49,49.6,0.28,0.45,8.68,10.42,10.34,11.34,-4104.01,-1049.01,11.01,38.1,1.1,0,0
5/20/2026,1630,BJ,95.35,-2.31,-2.37%,96.14,97.08,95.03,51.83,0.27,0.44,95.87,91.59,91.32,98.62,5206.02,9916.02,2.1,85.2,40.1,0,0.3
5/20/2026,1630,BJRI,43.87,1.75,4.15%,42.12,43.994,40.995,68.76,0.35,0.5,36.53,36.29,38.12,45.95,4212.07,4399.01,8.11,70.1,44.1,10,0.5
5/20/2026,1630,BK,137.16,0.84,0.62%,136.91,138.625,135.7,64.52,0.16,0.29,114.11,131.17,130.78,138.55,6207.01,13863.01,1.1,68.1,29.1,0,0.5
5/20/2026,1630,BKNG,156.95,2.41,1.56%,153.45,158.23,150.14,38.31,0.33,0.45,150.62,164.05,145.87,171.46,-11121.01,-15014.01,24.06,91.2,67.1,-8.3,-9.4
5/20/2026,1630,BKV,29.15,-0.35,-1.19%,29.3,29.76,28.82,50.8,0.43,0.37,28.13,30,25.94,31.93,-6202.05,-2742.05,15.08,8.1,56.2,0,-2
5/20/2026,1630,BLDR,71.23,4.84,7.29%,66.4,71.355,65.1,38.67,0.56,0.63,99.01,73.4,65.14,78.93,-7117.01,-6510.01,22.01,90.2,95.2,-17.3,-1
5/20/2026,1630,BLK,1051.57,15.27,1.47%,1038.1,1052.31,1030.19,48.69,0.26,0.3,1031.95,1033.5,1035.09,1110.78,-2102.01,-103019.01,5.01,77.1,58.1,2.4,0
5/20/2026,1630,BLMN,7.86,0.25,3.29%,7.53,7.98,7.345,61.71,1.31,0.81,5.6,5.53,6.27,9.69,-1103.02,873.08,8.13,55.1,90.4,5.6,1
5/20/2026,1630,BLOK,62.29,1.55,2.55%,61.31,62.6,60.69,54.27,0.37,0.31,51.64,58.15,59.15,67.16,-3104.01,-5961.02,8.02,5.1,47.1,0,2.1
5/20/2026,1630,BNDD,96.7223,0.5357,0.56%,96.7223,96.7223,96.7223,42.81,0.07,0.16,97,97.33,95.91,98.26,-5108.02,-9619.02,11.02,47.1,9.1,0.1,-4.7
5/20/2026,1630,BNO,55.64,-3.17,-5.39%,57.62,57.92,54.69,52.94,0.57,0.84,33.15,56.05,52.29,60.59,2101.03,5949.03,3.1,87.1,85.1,0,6.4
5/20/2026,1630,BOOT,142.27,0.73,0.52%,141.49,145.55,137.76,34.17,0.43,0.5,180.27,163.84,125.13,172.38,-7110.03,-13753.02,10.05,39.1,63.1,-0.1,-14.4
5/20/2026,1630,BP,45.13,-1.01,-2.19%,45.79,46.25,45.015,49.64,0.26,0.34,37.27,45.98,42.33,47.3,1203.02,-4322.09,15.09,74.1,54.1,-0.6,-1.3
5/20/2026,1630,BRBR,8.97,0.08,0.90%,8.85,9.11,8.53,25.18,1.82,0.9,17.45,9.22,3.58,11.97,1202.02,-853.01,13.09,87.3,98.4,-15.8,-21.4
5/20/2026,1630,BRCB,6.37,-0.31,-4.64%,6.98,6.98,6.32,16.67,1.31,0.93,11.51,11.3,4.56,11.13,-13122.03,-632.01,24.04,NaN,NaN,-12.8,-31.1
5/20/2026,1630,BRKR,44.26,1.67,3.92%,42.98,44.37,41.615,63.18,0.68,0.53,37.59,34.57,38.41,49.01,-1201.02,4524.06,8.15,32.1,91.4,5.9,6.8
5/20/2026,1630,BROS,55.11,2.34,4.43%,53.28,55.45,52.15,54.67,0.57,0.51,46.52,54.94,46.27,59.02,-6203.05,-4832.06,11.06,26.1,75.2,-0.1,-4.4
5/20/2026,1630,BTAL,12.37,-0.26,-2.06%,12.61,12.61,12.32,46.88,0.26,0.47,13.6,12.15,11.74,12.69,4204.01,1261.01,1.08,79.4,90.2,0,0
5/20/2026,1630,BTC,34.33,0.39,1.15%,34.15,34.405,33.97,50.13,0.27,0.39,27.79,33.64,33.49,36.69,-4104.01,-3364.02,11.02,29.1,2.1,0,0
5/20/2026,1630,BTC-USD,-61.6,-4.31,7.52%,-59.56,-58.295,-63.2,34.65,1.2,0.67,-32.36,-46.72,-75.5,-45.04,-19101.05,7014.05,36.05,69.1,25.1,-2,-8.1
5/20/2026,1630,BTI,65.3,-0.76,-1.15%,66.11,66.54,65.195,64.62,0.33,0.3,60.95,58.11,58.68,69.82,11208.03,6730.05,5.22,75.2,98.4,30.9,10
5/20/2026,1630,BUD,82.51,0.6,0.73%,81.79,83.08,81.58,69.45,0.36,0.24,78.2,73.33,77.12,86.27,-1201.02,8308.01,10.2,37.1,88.4,6.3,17.1
5/20/2026,1630,BULL,6.99,-0.01,-0.14%,7,7.167,6.93,55.77,0.38,0.84,5.47,6.67,6.88,7.4,-7104.01,-693.01,5.01,18.1,3.1,-0.2,0.4
5/20/2026,1630,BURL,310.19,24.09,8.42%,287.815,310.26,286.93,50.93,0.41,0.51,294.79,304.77,272.72,321.66,-11201.06,-28057.06,22.06,90.2,73.1,-3.9,-6.1
5/20/2026,1630,BUXX,20.26,0.02,0.10%,20.23,20.26,20.23,55.42,0.02,NaN,20.24,20.2,20.22,20.26,1206.01,2026.01,1.02,0,37.3,-10.7,0
5/20/2026,1630,BXP,59.9,1.23,2.10%,59,60.105,58.31,59.03,0.25,0.35,55.64,57.44,58.34,60.5,-2201.01,-5831.01,3.01,64.1,39.1,-0.1,2.6
5/20/2026,1630,BYD,79.27,1.18,1.51%,78.16,79.6,77.32,38.63,0.37,0.29,80.19,81.78,75.27,86.41,-10108.01,-7732.01,17.04,51.1,93.3,-4.5,-17.5
5/20/2026,1630,BYDDF,11.58,-0.42,-3.50%,11.75,11.75,11.46,29.87,0.33,NaN,12.02,12.15,11.44,13.42,-13122.01,-1146.01,25.01,0,28.1,-0.9,-4.6
5/20/2026,1630,C,124.82,4.85,4.04%,120.97,125.28,119.89,50.53,0.24,0.33,106.2,124.6,119.72,129.26,-8201.01,-11989.01,9.01,39.1,44.1,0,-3.4
5/20/2026,1630,CACC,557.94,10.01,1.83%,550.94,562.9399,541,65.54,0.32,0.16,461.67,495.6,505.07,574.86,7212.01,56294.01,3.34,0.1,22.1,0.4,0.7
5/20/2026,1630,CAG,13.76,-0.17,-1.22%,13.96,13.975,13.62,39.93,0.24,0.38,18.31,13.61,13.37,14.26,1101.02,-1344.03,5.03,91.2,32.1,-0.7,-1
5/20/2026,1630,CAH,199.23,-1.14,-0.57%,199.61,201.06,198.58,51.29,0.35,0.29,220.89,185.8,180.39,205.66,4205.01,20398.02,2.09,42.1,82.4,0,0
5/20/2026,1630,CAKE,60.3,1.83,3.13%,58.92,60.72,57.81,50.92,0.4,0.38,61.46,59.01,56.52,62.6,-4201.04,-5724.05,11.05,26.1,82.2,-2.7,-4.4
5/20/2026,1630,CAMT,159.37,8.06,5.33%,155.99,160,153.06,41.12,0.94,0.76,145.6,178.9,140.35,205.38,-7107.01,-14757.02,8.02,87.1,100.4,0,-4.8
5/20/2026,1630,CANE,9.98,-0.12,-1.19%,10.12,10.13,9.915,52.51,0.27,0.36,9.19,9.78,9.76,10.36,-1101.04,1033.12,12.28,76.4,94.3,0,12.2
5/20/2026,1630,CARR,63.59,2.15,3.50%,61.84,63.89,61.235,49.87,0.48,0.4,60.28,63.67,61.49,68.24,-3104.01,-6124.01,10.01,68.1,85.3,0,3.6
5/20/2026,1630,CASY,852.51,0.36,0.04%,858.31,877.67,852.17,60.6,0.29,0.43,658.3,788.29,834.48,895.14,-1104.02,-83822.02,12.02,100.4,81.2,0,11.5
5/20/2026,1630,CAT,872.56,12.41,1.44%,871.22,877.76,857.06,54.18,0.48,0.39,725.06,850.8,850.99,931.06,-4104.01,-85706.01,10.01,73.1,93.4,0,7.4
5/20/2026,1630,CAVA,80.53,2.41,3.08%,86.88,88.88,79.5,45.3,0.54,0.59,66.15,89.08,66.9,90.03,1201.01,8888.01,1.06,50.3,67.1,-7.5,-6.9
5/20/2026,1630,CBRL,29.98,1.13,3.92%,28.85,30.45,28.2316,50.42,0.53,0.71,30.3,28.5,27.95,31.55,-5201.01,-2823.01,7.01,77.2,59.2,-2.4,0
5/20/2026,1630,CCK,97.37,2.13,2.24%,95.47,97.45,94.2825,41.71,0.23,0.31,112.39,98.11,94.82,101.95,-4105.01,-9428.01,8.01,64.1,39.1,-0.5,0
5/20/2026,1630,CCL,26.03,2.14,8.96%,24,26.34,23.45,50.12,0.53,0.57,27.9,25.25,23.41,27.33,-6201.01,-2345.01,24.01,82.1,73.1,-1.1,-3
5/20/2026,1630,CCRN,13.11,0.01,0.08%,13.1,13.12,13.1,77.65,0.96,1.6,8.44,9.95,11.62,15.16,-1101.01,1318.03,8.67,88.4,96.4,20.3,13.7
5/20/2026,1630,CELH,28.63,-0.5,-1.72%,29.3,29.53,28.46,34.89,0.52,0.6,48.54,32.1,25.73,34.37,-7109.05,-2780.05,9.05,48.1,62.1,-0.1,-10.6
5/20/2026,1630,CF,123.3,-4.56,-3.57%,125.95,127.73,120.4,49.8,0.56,0.54,93.64,120.95,116.15,131.68,2101.06,13002.06,6.08,83.1,83.1,0.6,0.7
5/20/2026,1630,CFG,62.83,1.5,2.45%,61.83,63.02,60.96,50.56,0.24,0.31,58.61,63.34,58.83,65.48,-6201.04,-5975.04,10.04,42.1,44.1,0,-12.3
5/20/2026,1630,CFLT,30.99,0,0.00%,0,0,0,73.35,0.04,0.16,29.95,30.6,30.58,30.94,1201.01,3100.01,1.27,19.4,14.1,0,0
5/20/2026,1630,CFRUY,20.07,0.64,3.29%,19.43,20.25,19.34,56.47,0.39,NaN,18.8,18.37,18.7,20.92,3201.09,2044.09,9.16,0,87.3,2.4,1.5
5/20/2026,1630,CG,45.32,-0.2,-0.44%,45.55,46.22,44.67,36.59,0.39,0.46,48.98,47.3,44.59,51.83,-5104.01,-4467.01,11.01,64.1,76.1,-0.7,0
5/20/2026,1630,CHD,96.12,0.37,0.39%,95.75,96.72,94.87,53.7,0.27,0.26,102.23,90.66,91.23,97.9,4206.01,9774.02,2.07,59.1,87.4,0,0
5/20/2026,1630,CHDN,85.63,-1.1,-1.27%,86.86,86.86,85.25,39.06,0.51,0.36,85.84,90.11,78.09,94.25,-5113.08,-8468.06,17.08,63.1,95.4,-14.3,-5.8
5/20/2026,1630,CHEF,77.34,0.27,0.35%,77.47,77.99,76.49,58.28,0.64,0.33,63.9,74.32,76.68,82.32,-3104.01,-7649.01,13.01,2.1,96.4,0,26.1
5/20/2026,1630,CHH,112.26,6.1,5.75%,106.18,113.785,104.915,56.84,0.71,0.46,101.2,96.9,99.5,113.55,2207.01,11379.01,1.12,99.2,98.4,-14.9,0
5/20/2026,1630,CHPT,6.23,0.1,1.63%,6.25,6.36,5.82,49.09,0.42,1.02,5.88,6.09,6.02,6.74,-2103.01,-582.01,3.01,56.2,2.1,-2.4,0.5
5/20/2026,1630,CHRD,145.55,-4.1,-2.74%,148.02,150.2,143.25,56.49,0.37,0.49,101.54,139.63,135.84,153.22,4205.01,15145.02,2.1,95.2,67.1,0.1,4.6
